request_id,request_type,node_id,node_type,runner,start_timestamp,completion_timestamp
7,2,0,PROMPT,h100-80gb_5,0.2134516582003154,0.2724318664762133
7,2,1,TOKEN,h100-80gb_32,0.2787123840543383,0.5613303669940561
7,2,2,KVCacheTransfer,DummyLink,0.2724318664762133,0.2787123840543383
8,2,0,PROMPT,h100-80gb_0,0.2668652941668997,0.48900949097329677
8,2,1,TOKEN,h100-80gb_33,0.5225242767398983,0.7698150118121514
8,2,2,KVCacheTransfer,DummyLink,0.48900949097329677,0.5225242767398983
0,2,0,PROMPT,h100-80gb_0,0.0404885630170001,0.087280245011364
0,2,1,TOKEN,h100-80gb_25,0.08843915004066087,1.0422748424622084
0,2,2,KVCacheTransfer,DummyLink,0.087280245011364,0.08843915004066087
11,2,0,PROMPT,h100-80gb_4,0.3334802783181405,0.3992861212534737
11,2,1,TOKEN,h100-80gb_36,0.40687507999370803,1.2194212452403734
11,2,2,KVCacheTransfer,DummyLink,0.3992861212534737,0.40687507999370803
6,2,0,PROMPT,h100-80gb_2,0.1986393053639291,1.092866205370764
6,2,1,TOKEN,h100-80gb_31,1.1940087072018188,1.688590177346325
6,2,2,KVCacheTransfer,DummyLink,1.092866205370764,1.1940087072018188
46,2,0,PROMPT,h100-80gb_8,1.6914803747587632,1.7399231364944774
46,2,1,TOKEN,h100-80gb_31,1.7424465587356883,2.0251034702653596
46,2,2,KVCacheTransfer,DummyLink,1.7399231364944774,1.7424465587356883
75,2,0,PROMPT,h100-80gb_4,2.747932344117774,3.794331269673161
75,2,1,TOKEN,h100-80gb_38,4.5080517572793,4.86143128957632
75,2,2,KVCacheTransfer,DummyLink,3.794331269673161,3.9107638410842935
128,2,0,PROMPT,h100-80gb_3,4.631442663828567,4.680066365809909
128,2,1,TOKEN,h100-80gb_38,4.755410617383972,5.073462901813527
128,2,2,KVCacheTransfer,DummyLink,4.680066365809909,4.682739324183932
1,2,0,PROMPT,h100-80gb_1,0.0690591920641733,1.0603934237780304
1,2,1,TOKEN,h100-80gb_26,1.1712931582751007,5.19930337383441
1,2,2,KVCacheTransfer,DummyLink,1.0603934237780304,1.1712931582751007
130,2,0,PROMPT,h100-80gb_6,4.634160433652248,4.845195288480959
130,2,1,TOKEN,h100-80gb_38,4.967442229621179,5.356194426473944
130,2,2,KVCacheTransfer,DummyLink,4.845195288480959,4.8769343326704115
13,2,0,PROMPT,h100-80gb_0,0.5204443087670281,0.6400662917185425
13,2,1,TOKEN,h100-80gb_38,0.6570573348093628,5.426874874602175
13,2,2,KVCacheTransfer,DummyLink,0.6400662917185425,0.6570573348093628
131,2,0,PROMPT,h100-80gb_7,4.638059905304551,4.820678232758758
131,2,1,TOKEN,h100-80gb_33,5.162041752135401,5.445023068581355
131,2,2,KVCacheTransfer,DummyLink,4.820678232758758,4.8478751169140315
118,2,0,PROMPT,h100-80gb_0,3.99434559820101,4.058201259805076
118,2,1,TOKEN,h100-80gb_33,4.5607616035235194,5.480395733137099
118,2,2,KVCacheTransfer,DummyLink,4.058201259805076,4.065416378213278
105,2,0,PROMPT,h100-80gb_5,3.5707522826529647,4.841502629738368
105,2,1,TOKEN,h100-80gb_37,6.187718886062404,6.3997991590370535
105,2,2,KVCacheTransfer,DummyLink,4.841502629738368,4.9804777731709855
141,2,0,PROMPT,h100-80gb_6,5.004117981938824,5.557608367153369
141,2,1,TOKEN,h100-80gb_27,6.055612652046422,6.5858717273679765
141,2,2,KVCacheTransfer,DummyLink,5.557608367153369,5.624918318935595
2,2,0,PROMPT,h100-80gb_0,0.0991033495269627,0.24009087967531367
2,2,1,TOKEN,h100-80gb_27,0.2606334059204309,6.621221683579581
2,2,2,KVCacheTransfer,DummyLink,0.24009087967531367,0.2606334059204309
103,2,0,PROMPT,h100-80gb_8,3.464636561194781,3.609600066366725
103,2,1,TOKEN,h100-80gb_34,6.243711614648596,6.632872561695875
103,2,2,KVCacheTransfer,DummyLink,3.609600066366725,3.630778121176295
90,2,0,PROMPT,h100-80gb_1,2.9715323368864017,3.1178991273607903
90,2,1,TOKEN,h100-80gb_27,3.4047584661247914,6.727261820066905
90,2,2,KVCacheTransfer,DummyLink,3.1178991273607903,3.1393014863695794
24,2,0,PROMPT,h100-80gb_5,0.9594445434661836,1.862972912027331
24,2,1,TOKEN,h100-80gb_32,5.702054678791019,6.762141370895475
24,2,2,KVCacheTransfer,DummyLink,1.862972912027331,1.965050014688464
150,2,0,PROMPT,h100-80gb_4,5.223238324988726,5.905205712586151
150,2,1,TOKEN,h100-80gb_29,6.582107711154223,6.829625529667873
150,2,2,KVCacheTransfer,DummyLink,5.905205712586151,5.985020623474822
133,2,0,PROMPT,h100-80gb_0,4.735703292709265,4.891776139858895
133,2,1,TOKEN,h100-80gb_29,6.582107711154223,6.900338418287733
133,2,2,KVCacheTransfer,DummyLink,4.891776139858895,4.914729936245614
152,2,0,PROMPT,h100-80gb_7,5.3447882696177365,5.732662429140901
152,2,1,TOKEN,h100-80gb_32,6.161393246346294,6.903489290955288
152,2,2,KVCacheTransfer,DummyLink,5.732662429140901,5.7840280907619945
80,2,0,PROMPT,h100-80gb_6,2.865330297721558,3.0038620785906307
80,2,1,TOKEN,h100-80gb_33,4.5607616035235194,6.930811229987445
80,2,2,KVCacheTransfer,DummyLink,3.0038620785906307,3.024012072487115
180,2,0,PROMPT,h100-80gb_0,6.2950216781528034,6.346020220858005
180,2,1,TOKEN,h100-80gb_32,6.550100026510779,6.974156762886868
180,2,2,KVCacheTransfer,DummyLink,6.346020220858005,6.350655840975192
177,2,0,PROMPT,h100-80gb_7,6.118601550824504,6.366940406609867
177,2,1,TOKEN,h100-80gb_27,6.479812126585675,6.974688805203996
177,2,2,KVCacheTransfer,DummyLink,6.366940406609867,6.404642204095219
200,2,0,PROMPT,h100-80gb_8,6.845246990965152,6.890975649016455
200,2,1,TOKEN,h100-80gb_29,6.900338418287733,7.218572369470405
200,2,2,KVCacheTransfer,DummyLink,6.890975649016455,6.891256029265478
39,2,0,PROMPT,h100-80gb_1,1.4809185034156205,1.5306730819321335
39,2,1,TOKEN,h100-80gb_34,6.243711614648596,7.37589316031627
39,2,2,KVCacheTransfer,DummyLink,1.5306730819321335,1.534280641136235
140,2,0,PROMPT,h100-80gb_5,4.982235046661033,5.130940645972829
140,2,1,TOKEN,h100-80gb_34,6.243711614648596,7.37589316031627
140,2,2,KVCacheTransfer,DummyLink,5.130940645972829,5.152716845313649
154,2,0,PROMPT,h100-80gb_2,5.457695314783212,6.469120718574384
154,2,1,TOKEN,h100-80gb_38,7.405745755439552,7.688519452739085
154,2,2,KVCacheTransfer,DummyLink,6.469120718574384,6.582039190864423
190,2,0,PROMPT,h100-80gb_7,6.677360285246252,6.852728305304495
190,2,1,TOKEN,h100-80gb_37,7.424759734322139,7.919941353561765
190,2,2,KVCacheTransfer,DummyLink,6.852728305304495,6.878766284430472
186,2,0,PROMPT,h100-80gb_2,6.627632624082968,6.998809250886954
186,2,1,TOKEN,h100-80gb_37,7.424759734322139,7.990680194574928
186,2,2,KVCacheTransfer,DummyLink,6.998809250886954,7.048567399080314
144,2,0,PROMPT,h100-80gb_8,5.050857648723661,6.280123446056831
144,2,1,TOKEN,h100-80gb_26,7.638226513042881,8.0625946781386
144,2,2,KVCacheTransfer,DummyLink,6.280123446056831,6.4149302697873
210,2,0,PROMPT,h100-80gb_1,7.235670585720992,7.30391415532041
210,2,1,TOKEN,h100-80gb_32,7.9634105365524395,8.175529738117042
210,2,2,KVCacheTransfer,DummyLink,7.30391415532041,7.311970414475683
53,2,0,PROMPT,h100-80gb_0,2.0523383970052653,2.1683461585318544
53,2,1,TOKEN,h100-80gb_29,6.582107711154223,8.20868257211496
53,2,2,KVCacheTransfer,DummyLink,2.1683461585318544,2.1847203650748233
216,2,0,PROMPT,h100-80gb_2,7.338663384808586,7.407492008807384
216,2,1,TOKEN,h100-80gb_27,7.646214699356293,8.211875635676057
216,2,2,KVCacheTransfer,DummyLink,7.407492008807384,7.415660420062267
231,2,0,PROMPT,h100-80gb_0,7.762181777609151,7.808837754419295
231,2,1,TOKEN,h100-80gb_32,7.9634105365524395,8.24622965054025
231,2,2,KVCacheTransfer,DummyLink,7.808837754419295,7.809884507348982
222,2,0,PROMPT,h100-80gb_2,7.555623279226832,7.732160703703779
222,2,1,TOKEN,h100-80gb_27,7.929014349049129,8.282588524295917
222,2,2,KVCacheTransfer,DummyLink,7.732160703703779,7.758385602995771
159,2,0,PROMPT,h100-80gb_11,5.512362714637479,5.780635942125603
159,2,1,TOKEN,h100-80gb_26,7.638226513042881,8.345537065994598
159,2,2,KVCacheTransfer,DummyLink,5.780635942125603,5.820487321520134
69,2,0,PROMPT,h100-80gb_6,2.554893175815539,2.696231527289501
69,2,1,TOKEN,h100-80gb_27,3.4047584661247914,8.38864812507822
69,2,2,KVCacheTransfer,DummyLink,2.696231527289501,2.716830129584423
183,2,0,PROMPT,h100-80gb_3,6.380736248215302,7.12948818003269
183,2,1,TOKEN,h100-80gb_32,7.9634105365524395,8.422969699450784
183,2,2,KVCacheTransfer,DummyLink,7.12948818003269,7.2160135248813235
127,2,0,PROMPT,h100-80gb_1,4.61929230947615,4.739242858011749
127,2,1,TOKEN,h100-80gb_34,6.243711614648596,8.437511043625573
127,2,2,KVCacheTransfer,DummyLink,4.739242858011749,4.756289977152374
233,2,0,PROMPT,h100-80gb_3,7.796440063561527,7.91113356275178
233,2,1,TOKEN,h100-80gb_34,8.08357353487255,8.437511043625573
233,2,2,KVCacheTransfer,DummyLink,7.91113356275178,7.92728346509553
199,2,0,PROMPT,h100-80gb_0,6.826618632249213,7.077997939523206
199,2,1,TOKEN,h100-80gb_31,8.034044537880433,8.599968242182385
199,2,2,KVCacheTransfer,DummyLink,7.077997939523206,7.116185729440198
219,2,0,PROMPT,h100-80gb_11,7.372087910829832,7.4856861914064705
219,2,1,TOKEN,h100-80gb_34,7.658926381548828,8.614455467633364
219,2,2,KVCacheTransfer,DummyLink,7.4856861914064705,7.501649173584205
243,2,0,PROMPT,h100-80gb_11,7.95819467127225,8.019905133411921
243,2,1,TOKEN,h100-80gb_33,8.310598183496165,8.664487031511747
243,2,2,KVCacheTransfer,DummyLink,8.019905133411921,8.02670902745489
236,2,0,PROMPT,h100-80gb_0,7.865039574821299,8.055960673648304
236,2,1,TOKEN,h100-80gb_26,8.133320542955111,8.982332617325389
236,2,2,KVCacheTransfer,DummyLink,8.055960673648304,8.084484690982288
26,2,0,PROMPT,h100-80gb_0,1.0607081612186766,1.7077823926034972
26,2,1,TOKEN,h100-80gb_27,3.4047584661247914,9.131101015095123
26,2,2,KVCacheTransfer,DummyLink,1.7077823926034972,1.784101896387677
43,2,0,PROMPT,h100-80gb_8,1.598336951096987,1.6642403030988835
43,2,1,TOKEN,h100-80gb_34,6.243711614648596,9.180664648261645
43,2,2,KVCacheTransfer,DummyLink,1.6642403030988835,1.6718479538557194
258,2,0,PROMPT,h100-80gb_1,8.582198860702498,8.698973275258616
258,2,1,TOKEN,h100-80gb_37,9.016435561904903,9.193347545421066
258,2,2,KVCacheTransfer,DummyLink,8.698973275258616,8.715478325917797
77,2,0,PROMPT,h100-80gb_7,2.772611011225467,2.844754943487419
77,2,1,TOKEN,h100-80gb_27,3.4047584661247914,9.2371800801724
77,2,2,KVCacheTransfer,DummyLink,2.844754943487419,2.853558883306755
262,2,0,PROMPT,h100-80gb_3,8.62822033610855,8.853288043961706
262,2,1,TOKEN,h100-80gb_32,9.129949359387895,9.342088025247476
262,2,2,KVCacheTransfer,DummyLink,8.853288043961706,8.887270130143348
79,2,0,PROMPT,h100-80gb_2,2.852794885556937,4.123731262013427
79,2,1,TOKEN,h100-80gb_32,5.702054678791019,9.377441225508242
79,2,2,KVCacheTransfer,DummyLink,4.123731262013427,4.262725097462646
12,2,0,PROMPT,h100-80gb_6,0.3439105395111448,0.47951880933345814
12,2,1,TOKEN,h100-80gb_37,0.49920150281490344,9.476393742850275
12,2,2,KVCacheTransfer,DummyLink,0.47951880933345814,0.49920150281490344
264,2,0,PROMPT,h100-80gb_5,8.646384363312297,8.822454026021763
264,2,1,TOKEN,h100-80gb_34,8.968311875157319,9.534553496277228
264,2,2,KVCacheTransfer,DummyLink,8.822454026021763,8.84860415724735
185,2,0,PROMPT,h100-80gb_0,6.571405475190059,6.7316881782470235
185,2,1,TOKEN,h100-80gb_37,7.424759734322139,9.547152048158415
185,2,2,KVCacheTransfer,DummyLink,6.7316881782470235,6.755314887231399
93,2,0,PROMPT,h100-80gb_0,3.1250806435487606,3.2958879863740593
93,2,1,TOKEN,h100-80gb_37,3.9259445459589815,9.617903865368229
93,2,2,KVCacheTransfer,DummyLink,3.2958879863740593,3.321196976852575
92,2,0,PROMPT,h100-80gb_3,3.1155544035016915,3.24667618189615
92,2,1,TOKEN,h100-80gb_33,4.5607616035235194,9.690745226461956
92,2,2,KVCacheTransfer,DummyLink,3.24667618189615,3.2656298867301343
266,2,0,PROMPT,h100-80gb_1,8.701192031486766,8.802742907313654
266,2,1,TOKEN,h100-80gb_33,9.124500361292887,9.832300765668188
266,2,2,KVCacheTransfer,DummyLink,8.802742907313654,8.816649767665217
276,2,0,PROMPT,h100-80gb_2,9.05198863024005,9.178729534180054
276,2,1,TOKEN,h100-80gb_33,9.44300032450691,10.044621098280887
276,2,2,KVCacheTransfer,DummyLink,9.178729534180054,9.196935558349976
204,2,0,PROMPT,h100-80gb_7,6.982475139378327,7.100563816270782
204,2,1,TOKEN,h100-80gb_32,7.9634105365524395,10.084631748640938
204,2,2,KVCacheTransfer,DummyLink,7.100563816270782,7.11729317112918
120,2,0,PROMPT,h100-80gb_0,4.072534257125252,4.217848583622807
120,2,1,TOKEN,h100-80gb_33,4.5607616035235194,10.115398867884004
120,2,2,KVCacheTransfer,DummyLink,4.217848583622807,4.239082714482182
287,2,0,PROMPT,h100-80gb_0,9.480646484250084,9.566754777625018
287,2,1,TOKEN,h100-80gb_32,9.624890918989474,10.26146263092803
287,2,2,KVCacheTransfer,DummyLink,9.566754777625018,9.578026063635761
284,2,0,PROMPT,h100-80gb_2,9.369014691030866,9.751064129838038
284,2,1,TOKEN,h100-80gb_32,9.943154066614612,10.296825563336286
284,2,2,KVCacheTransfer,DummyLink,9.751064129838038,9.801869030961086
45,2,0,PROMPT,h100-80gb_6,1.6572466793767553,1.8233764045272387
45,2,1,TOKEN,h100-80gb_34,6.243711614648596,10.383851046973833
45,2,2,KVCacheTransfer,DummyLink,1.8233764045272387,1.8479377143416917
244,2,0,PROMPT,h100-80gb_12,7.972558955928169,8.0904285890979
244,2,1,TOKEN,h100-80gb_34,8.260534179126154,10.383851046973833
244,2,2,KVCacheTransfer,DummyLink,8.0904285890979,8.107120559923096
72,2,0,PROMPT,h100-80gb_8,2.654629051233328,2.787898512218234
72,2,1,TOKEN,h100-80gb_29,6.582107711154223,10.401327119589974
72,2,2,KVCacheTransfer,DummyLink,2.787898512218234,2.8072073653676477
184,2,0,PROMPT,h100-80gb_5,6.418298662853727,6.466650954466627
184,2,1,TOKEN,h100-80gb_37,7.424759734322139,10.466867279001065
184,2,2,KVCacheTransfer,DummyLink,6.466650954466627,6.469099608641431
25,2,0,PROMPT,h100-80gb_6,0.9735636890408716,1.6210262351400917
25,2,1,TOKEN,h100-80gb_37,3.9259445459589815,10.537619096210879
25,2,2,KVCacheTransfer,DummyLink,1.6210262351400917,1.6973831229574745
60,2,0,PROMPT,h100-80gb_5,2.245146734551144,2.2951953409668016
60,2,1,TOKEN,h100-80gb_33,4.5607616035235194,10.540078461699352
60,2,2,KVCacheTransfer,DummyLink,2.2951953409668016,2.2990458963867235
269,2,0,PROMPT,h100-80gb_4,8.789014952777437,8.851115451183363
269,2,1,TOKEN,h100-80gb_29,9.623199868445186,10.684256531249321
269,2,2,KVCacheTransfer,DummyLink,8.851115451183363,8.857994113292738
278,2,0,PROMPT,h100-80gb_1,9.135504468295403,9.286899697770219
278,2,1,TOKEN,h100-80gb_27,10.510128861099744,10.686992183878465
278,2,2,KVCacheTransfer,DummyLink,9.286899697770219,9.309105813492875
281,2,0,PROMPT,h100-80gb_3,9.245765781788712,9.630339266239481
281,2,1,TOKEN,h100-80gb_27,10.510128861099744,10.686992183878465
281,2,2,KVCacheTransfer,DummyLink,9.630339266239481,9.681387163578348
162,2,0,PROMPT,h100-80gb_6,5.5950187391358055,5.7360062692841565
162,2,1,TOKEN,h100-80gb_33,6.081675881748981,10.752431234803678
162,2,2,KVCacheTransfer,DummyLink,5.7360062692841565,5.756548795529274
178,2,0,PROMPT,h100-80gb_0,6.240293757427208,6.28977692557528
178,2,1,TOKEN,h100-80gb_34,6.4205911576731305,10.773093095250182
178,2,2,KVCacheTransfer,DummyLink,6.28977692557528,6.293160180580163
235,2,0,PROMPT,h100-80gb_8,7.805951810625488,7.873805343958652
235,2,1,TOKEN,h100-80gb_33,8.310598183496165,10.787820119605236
235,2,2,KVCacheTransfer,DummyLink,7.873805343958652,7.881786835047519
259,2,0,PROMPT,h100-80gb_2,8.58711330667467,8.965279598337847
259,2,1,TOKEN,h100-80gb_26,10.468393278861155,10.857742380759877
259,2,2,KVCacheTransfer,DummyLink,8.965279598337847,9.015710659128864
34,2,0,PROMPT,h100-80gb_8,1.290326853579105,1.4350564778673083
34,2,1,TOKEN,h100-80gb_29,6.582107711154223,10.896434125698855
34,2,2,KVCacheTransfer,DummyLink,1.4350564778673083,1.4561971486436756
297,2,0,PROMPT,h100-80gb_5,9.789150837707387,9.900230115472715
297,2,1,TOKEN,h100-80gb_27,10.510128861099744,10.899189242622976
297,2,2,KVCacheTransfer,DummyLink,9.900230115472715,9.915763181268613
36,2,0,PROMPT,h100-80gb_1,1.3845268015099883,1.432630300285151
36,2,1,TOKEN,h100-80gb_34,6.243711614648596,10.985393963567905
36,2,2,KVCacheTransfer,DummyLink,1.432630300285151,1.4348733422773385
245,2,0,PROMPT,h100-80gb_10,7.994547888623022,8.04660495317292
245,2,1,TOKEN,h100-80gb_37,8.521172841436206,10.997489687828855
245,2,2,KVCacheTransfer,DummyLink,8.04660495317292,8.051558337572335
113,2,0,PROMPT,h100-80gb_8,3.793618784518458,3.8435995383420054
113,2,1,TOKEN,h100-80gb_33,4.5607616035235194,11.070924709919375
113,2,2,KVCacheTransfer,DummyLink,3.8435995383420054,3.8473940177121224
27,2,0,PROMPT,h100-80gb_1,1.10145545476407,1.2342571539814942
27,2,1,TOKEN,h100-80gb_29,6.582107711154223,11.17932460876825
27,2,2,KVCacheTransfer,DummyLink,1.2342571539814942,1.2534912390645019
59,2,0,PROMPT,h100-80gb_4,2.2217294042859144,2.3666929094578584
59,2,1,TOKEN,h100-80gb_29,6.582107711154223,11.17932460876825
59,2,2,KVCacheTransfer,DummyLink,2.3666929094578584,2.3878709642674285
20,2,0,PROMPT,h100-80gb_0,0.8333243780392686,0.883101574086485
20,2,1,TOKEN,h100-80gb_33,0.8867278253071882,11.212493225322259
20,2,2,KVCacheTransfer,DummyLink,0.883101574086485,0.8867278253071882
82,2,0,PROMPT,h100-80gb_8,2.8702372941638608,2.9948972827379983
82,2,1,TOKEN,h100-80gb_37,3.9259445459589815,11.245121048063204
82,2,2,KVCacheTransfer,DummyLink,2.9948972827379983,3.0127481585924905
254,2,0,PROMPT,h100-80gb_0,8.489664270785424,8.620786049179882
